fund_name,filing_date,quarter,stock_symbol,cl,value_($000),shares,change,pct_change,inferred_transaction_type
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,LLY,,"7,270",38915,10336,36.16641589978656,BUY
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,MRVL,,"7,108",145128,115128,383.76,BUY
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,QCOM,,"6,960",52499,-29097,-35.65983626648365,SELL
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,LIN,,"6,732",24031,24031,,BUY
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,AMD,,"6,609",84201,24255,40.46141527374637,BUY
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,CB,,"6,531",41344,12491,43.29185873219423,BUY
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,GPN,,"5,963",29583,3995,15.612787244020634,BUY
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,BA,,"5,901",23169,-12394,-34.85082810786492,SELL
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,HON,,"5,749",26489,3777,16.629975343430786,BUY
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,V,,"5,274",24911,9211,58.6687898089172,BUY
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,T,,"4,580",151322,-45277,-23.03012731499143,SELL
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,ADI,,"4,184",26980,26980,,BUY
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,AMZN,,"4,056",1311,1311,,BUY
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,NDAQ,,"3,783",25656,-12815,-33.31080554183671,SELL
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,SWKS,,"3,669",20000,-10000,-33.33333333333333,SELL
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,TXN,,"3,638",19251,10672,124.39678284182305,BUY
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,AMAT,,"3,608",27008,-19711,-42.190543461974784,SELL
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,SJM,,"3,584",28326,2238,8.578656853725851,BUY
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,MU,,"3,528",40000,14000,53.84615384615385,BUY
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,CVX,,"3,326",31743,-24794,-43.85446698622141,SELL
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,FISV,,"3,029",25446,-18304,-41.837714285714284,SELL
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,GS,,"2,852",8722,8722,,BUY
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,JPM,,"2,851",18731,-15731,-45.647379722593,SELL
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,QRVO,,"2,740",15000,0,0.0,HOLD
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,PXD,,"2,728",17180,17180,,BUY
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,SPLK,,"2,711",20017,17,0.08499999999999999,BUY
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,ADBE,,"2,381",5009,2009,66.96666666666667,BUY
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,LRCX,,"2,380",4000,0,0.0,HOLD
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,XOM,,"1,805",32340,-140420,-81.2803889789303,SELL
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,KHC,,"1,756",43916,12746,40.89188322104588,BUY
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,KMI,,"1,291",77555,-548251,-87.6071817783786,SELL
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,CVS,,"1,138",15129,0,0.0,HOLD
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,WRK,,"1,000",19226,0,0.0,HOLD
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,EMR,,870,9652,-15843,-62.141596391449305,SELL
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,CSCO,,861,16654,-36784,-68.83491148620831,SELL
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,O,,830,13079,13079,,BUY
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,WFC,,810,20733,-110159,-84.16022369587141,SELL
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,D,,783,10319,-33015,-76.18728942631651,SELL
AAFMAA Wealth Management & Trust LLC,4/29/2021,Q1 2021,MRK,,690,8963,65,0.7305012362328613,BUY
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,MRVL,,"7,108",145128,-145128,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,ADI,,"4,184",26980,-26980,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,AMZN,,"4,056",1311,-1311,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,FISV,,"3,029",25446,-25446,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,SPLK,,"2,711",20017,-20017,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,ADBE,,"2,381",5009,-5009,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,LRCX,,"2,380",4000,-4000,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,D,,783,10319,-10319,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,MRK,,690,8963,-8963,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,ABBV,,"9,212",81785,2723,3.4441324530115605,BUY
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,OSK,,"8,778",70426,-2317,-3.185186203483497,SELL
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,AMAT,,"8,699",61089,34081,126.18853672985782,BUY
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,PXD,,"8,229",50636,33456,194.73806752037254,BUY
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,AMD,,"7,939",84522,321,0.3812306267146471,BUY
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,BA,,"7,929",33100,9931,42.86330873149467,BUY
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,HD,,"7,575",23753,-1695,-6.6606413077648545,SELL
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,MSFT,,"7,570",27944,-5999,-17.67374716436379,SELL
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,QCOM,,"7,568",52946,447,0.8514447894245605,BUY
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,CRM,,"7,334",30025,-5927,-16.48587004895416,SELL
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,CB,,"6,563",41290,-54,-0.13061145510835911,SELL
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,AAPL,,"6,010",43881,-25551,-36.80003456619426,SELL
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,KHC,,"5,845",143324,99408,226.35941342563072,BUY
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,GPN,,"5,565",29676,93,0.3143697393773451,BUY
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,JPM,,"4,615",29672,10941,58.41119000587261,BUY
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,SWKS,,"4,410",23000,3000,15.0,BUY
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,LLY,,"4,338",18900,-20015,-51.43260953359887,SELL
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,UNP,,"4,281",19464,-20003,-50.6828489624243,SELL
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,MU,,"4,249",50000,10000,25.0,BUY
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,COP,,"4,208",69098,69098,,BUY
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,PGR,,"3,928",40000,40000,,BUY
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,BAC,,"3,883",94177,94177,,BUY
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,C,,"3,823",54038,54038,,BUY
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,MRVL,,"3,817",65443,65443,,BUY
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,EMR,,"3,809",39583,29931,310.10153336096147,BUY
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,TXN,,"3,686",19169,-82,-0.42595189860266996,SELL
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,LIN,,"3,659",12655,-11376,-47.33885398027547,SELL
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,ZTS,,"3,614",19390,19390,,BUY
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,HON,,"3,614",16474,-10015,-37.80814677790781,SELL
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,GS,,"3,556",9370,648,7.429488649392341,BUY
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,META,,"3,523",10132,10132,,BUY
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,V,,"3,501",14973,-9938,-39.894022720886355,SELL
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,T,,"3,402",118208,-33114,-21.88313662256645,SELL
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,TER,,"3,349",25000,25000,,BUY
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,NDAQ,,"3,215",18288,-7368,-28.718428437792333,SELL
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,LNC,,"3,142",50000,50000,,BUY
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,QRVO,,"2,935",15000,0,0.0,HOLD
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,KNX,,"2,681",58970,58970,,BUY
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,XOM,,"2,252",35695,3355,10.374149659863946,BUY
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,CVX,,"1,517",14481,-17262,-54.38049333711369,SELL
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,KMI,,"1,386",76015,-1540,-1.9856875765585713,SELL
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,CVS,,"1,232",14769,-360,-2.379535990481856,SELL
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,O,,"1,167",17481,4402,33.65700741646915,BUY
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,SJM,,"1,079",8326,-20000,-70.60650992021465,SELL
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,WRK,,"1,007",18926,-300,-1.5603869759700406,SELL
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,WFC,,930,20533,-200,-0.964645733854242,SELL
AAFMAA Wealth Management & Trust LLC,7/29/2021,Q2 2021,CSCO,,876,16536,-118,-0.7085384892518314,SELL
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,JPM,,"4,615",29672,-29672,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,PGR,,"3,928",40000,-40000,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,META,,"3,523",10132,-10132,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,PXD,,"8,620",51767,1131,2.2335887510861836,BUY
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,ABBV,,"8,491",78718,-3067,-3.7500764198813963,SELL
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,AAPL,,"8,421",59515,15634,35.62817620382398,BUY
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,AMAT,,"7,924",61553,464,0.7595475453846028,BUY
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,UNP,,"7,566",38600,19136,98.31483764899302,BUY
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,BA,,"7,544",34300,1200,3.625377643504532,BUY
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,OSK,,"7,396",72252,1826,2.592792434612217,BUY
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,V,,"7,246",32530,17557,117.25773058171376,BUY
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,QCOM,,"7,111",55132,2186,4.128734937483474,BUY
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,AMD,,"6,815",66232,-18290,-21.63933650410544,SELL
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,GPN,,"6,212",39424,9748,32.84809273486993,BUY
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,KHC,,"5,339",145007,1683,1.1742625101169377,BUY
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,COP,,"4,744",70005,907,1.31262844076529,BUY
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,MSFT,,"4,563",16186,-11758,-42.077011165187514,SELL
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,HD,,"4,223",12866,-10887,-45.834210415526464,SELL
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,AAP,,"4,178",20000,20000,,BUY
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,BAC,,"3,998",94177,0,0.0,HOLD
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,MRVL,,"3,993",66203,760,1.1613159543419465,BUY
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,CRM,,"3,916",14438,-15587,-51.913405495420484,SELL
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,LIN,,"3,859",13155,500,3.9510075069142636,BUY
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,C,,"3,859",54986,948,1.7543210333469041,BUY
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,CB,,"3,845",22163,-19127,-46.323565027851785,SELL
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,TXN,,"3,844",20000,831,4.3351244196358705,BUY
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,INTC,,"3,820",71688,71688,,BUY
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,ZTS,,"3,810",19624,234,1.2068076328004127,BUY
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,SWKS,,"3,790",23000,0,0.0,HOLD
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,ADI,,"3,747",22370,22370,,BUY
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,GS,,"3,738",9889,519,5.538954108858057,BUY
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,LLY,,"3,701",16017,-2883,-15.253968253968253,SELL
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,HON,,"3,651",17199,725,4.400874104649751,BUY
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,AMZN,,"3,650",1111,1111,,BUY
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,MU,,"3,549",50000,0,0.0,HOLD
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,NDAQ,,"3,529",18283,-5,-0.027340332458442695,SELL
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,LNC,,"3,438",50000,0,0.0,HOLD
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,KNX,,"3,345",65388,6418,10.883500084788876,BUY
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,T,,"3,067",113551,-4657,-3.939665674066053,SELL
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,TER,,"2,729",25000,0,0.0,HOLD
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,XOM,,"2,120",36049,354,0.9917355371900827,BUY
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,QRVO,,"1,672",10000,-5000,-33.33333333333333,SELL
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,CVX,,"1,609",15863,1382,9.543539810786548,BUY
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,KMI,,"1,272",76015,0,0.0,HOLD
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,CVS,,"1,253",14769,0,0.0,HOLD
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,O,,"1,134",17481,0,0.0,HOLD
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,SJM,,999,8326,0,0.0,HOLD
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,WFC,,953,20533,0,0.0,HOLD
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,EMR,,946,10039,-29544,-74.6381022155976,SELL
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,WRK,,943,18926,0,0.0,HOLD
AAFMAA Wealth Management & Trust LLC,10/12/2021,Q3 2021,CSCO,,900,16536,0,0.0,HOLD
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,COP,,"4,744",70005,-70005,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,AAP,,"4,178",20000,-20000,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,ADI,,"3,747",22370,-22370,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,LNC,,"3,438",50000,-50000,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,T,,"3,067",113551,-113551,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,TER,,"2,729",25000,-25000,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,AAPL,,"10,566",59503,-12,-0.020162984121650004,SELL
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,MSFT,,"10,231",30419,14233,87.93401705177314,BUY
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,MRVL,,"9,711",110995,44792,67.65856532181321,BUY
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,OSK,,"8,848",78506,6254,8.655815755965232,BUY
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,CAT,,"8,723",42195,42195,,BUY
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,NDAQ,,"8,094",38541,20258,110.8023847289832,BUY
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,UNP,,"7,951",31560,-7040,-18.238341968911918,SELL
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,TGT,,"7,660",33099,33099,,BUY
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,V,,"7,306",33715,1185,3.6427912695972946,BUY
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,BA,,"7,013",34837,537,1.565597667638484,BUY
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,ABBV,,"6,564",48476,-30242,-38.41815086765416,SELL
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,AMAT,,"6,111",38833,-22720,-36.91127971016847,SELL
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,CRM,,"5,780",22743,8305,57.521817426236325,BUY
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,HD,,"5,359",12912,46,0.3575314783149386,BUY
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,GPN,,"5,275",39019,-405,-1.0272930194805194,SELL
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,KHC,,"5,256",146406,1399,0.9647810105719034,BUY
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,QCOM,,"5,121",28002,-27130,-49.209170717550606,SELL
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,AMD,,"4,917",34173,-32059,-48.404094697427226,SELL
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,ZTS,,"4,867",19946,322,1.640847941296372,BUY
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,DIS,,"4,647",30000,30000,,BUY
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,LIN,,"4,645",13409,254,1.9308247814519195,BUY
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,BAC,,"4,635",104177,10000,10.618303832145854,BUY
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,LLY,,"4,547",16463,446,2.7845414247362177,BUY
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,ALL,,"4,506",38296,38296,,BUY
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,CB,,"4,419",22859,696,3.140369083607815,BUY
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,KNX,,"4,142",67962,2574,3.9365021104789872,BUY
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,TXN,,"3,960",21009,1009,5.045,BUY
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,GS,,"3,895",10182,293,2.962888057437557,BUY
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,PXD,,"3,860",21225,-30542,-58.9989761817374,SELL
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,HON,,"3,794",18197,998,5.802662945520089,BUY
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,AMZN,,"3,704",1111,0,0.0,HOLD
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,INTC,,"3,692",71688,0,0.0,HOLD
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,SWKS,,"3,568",23000,0,0.0,HOLD
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,C,,"3,344",55367,381,0.6929036482013603,BUY
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,XOM,,"2,177",35580,-469,-1.3010069627451524,SELL
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,QRVO,,"1,564",10000,0,0.0,HOLD
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,CVS,,"1,513",14669,-100,-0.6770939129257229,SELL
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,CVX,,"1,489",12689,-3174,-20.008825568933997,SELL
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,O,,"1,251",17481,0,0.0,HOLD
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,KMI,,"1,226",77279,1264,1.6628297046635532,BUY
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,SJM,,"1,131",8326,0,0.0,HOLD
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,CSCO,,"1,038",16386,-150,-0.9071117561683599,SELL
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,WFC,,985,20533,0,0.0,HOLD
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,EMR,,954,10262,223,2.221336786532523,BUY
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,MU,,932,10000,-40000,-80.0,SELL
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,WRK,,840,18926,0,0.0,HOLD
AAFMAA Wealth Management & Trust LLC,1/20/2022,Q4 2021,JPM,,812,5131,5131,,BUY
AAFMAA Wealth Management & Trust LLC,8/12/2022,Q2 2022,ZTS,,"4,867",19946,-19946,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,8/12/2022,Q2 2022,LIN,,"4,645",13409,-13409,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,8/12/2022,Q2 2022,BAC,,"4,635",104177,-104177,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,8/12/2022,Q2 2022,ALL,,"4,506",38296,-38296,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,8/12/2022,Q2 2022,KNX,,"4,142",67962,-67962,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,8/12/2022,Q2 2022,TXN,,"3,960",21009,-21009,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,8/12/2022,Q2 2022,PXD,,"3,860",21225,-21225,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,8/12/2022,Q2 2022,HON,,"3,794",18197,-18197,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,8/12/2022,Q2 2022,XOM,,"2,177",35580,-35580,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,8/12/2022,Q2 2022,CVS,,"1,513",14669,-14669,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,8/12/2022,Q2 2022,CVX,,"1,489",12689,-12689,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,8/12/2022,Q2 2022,O,,"1,251",17481,-17481,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,8/12/2022,Q2 2022,KMI,,"1,226",77279,-77279,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,8/12/2022,Q2 2022,SJM,,"1,131",8326,-8326,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,8/12/2022,Q2 2022,CSCO,,"1,038",16386,-16386,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,8/12/2022,Q2 2022,WFC,,985,20533,-20533,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,8/12/2022,Q2 2022,EMR,,954,10262,-10262,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,8/12/2022,Q2 2022,WRK,,840,18926,-18926,-100.0,SELL
AAFMAA Wealth Management & Trust LLC,8/12/2022,Q2 2022,AAPL,,"7,643",55902,-3601,-6.05179570777944,SELL
AAFMAA Wealth Management & Trust LLC,8/12/2022,Q2 2022,HD,,"6,883",25097,12185,94.36957868649318,BUY
AAFMAA Wealth Management & Trust LLC,8/12/2022,Q2 2022,V,,"6,645",33749,34,0.10084532107370607,BUY
AAFMAA Wealth Management & Trust LLC,8/12/2022,Q2 2022,NDAQ,,"6,088",39908,1367,3.5468721621130745,BUY
AAFMAA Wealth Management & Trust LLC,8/12/2022,Q2 2022,BA,,"5,271",38557,3720,10.678301805551568,BUY
AAFMAA Wealth Management & Trust LLC,8/12/2022,Q2 2022,TFC,,"5,093",107388,107388,,BUY
AAFMAA Wealth Management & Trust LLC,8/12/2022,Q2 2022,MRVL,,"4,842",111225,230,0.2072165412856435,BUY
AAFMAA Wealth Management & Trust LLC,8/12/2022,Q2 2022,CRM,,"4,769",28896,6153,27.0544783010157,BUY
AAFMAA Wealth Management & Trust LLC,8/12/2022,Q2 2022,TGT,,"4,700",33278,179,0.5408018369135019,BUY
AAFMAA Wealth Management & Trust LLC,8/12/2022,Q2 2022,GPN,,"4,692",42405,3386,8.677823624388118,BUY
AAFMAA Wealth Management & Trust LLC,8/12/2022,Q2 2022,LLY,,"4,399",13568,-2895,-17.584887323088136,SELL
AAFMAA Wealth Management & Trust LLC,8/12/2022,Q2 2022,KHC,,"4,146",108703,-37703,-25.752359875961368,SELL
AAFMAA Wealth Management & Trust LLC,8/12/2022,Q2 2022,MSFT,,"4,036",15714,-14705,-48.34149709063414,SELL
