fund_name,filing_date,quarter,stock_symbol,cl,value_($000),shares,change,pct_change,inferred_transaction_type
"22NW, LP",2/14/2018,Q4 2017,PLPC,,"1,034","15,359",-15359,-100.0,SELL
"22NW, LP",2/14/2018,Q4 2017,BERY,,"21,638","368,809",50370,15.817786138004452,BUY
"22NW, LP",2/14/2018,Q4 2017,STRL,,"18,316","1,125,038",5400,0.48229874298657244,BUY
"22NW, LP",2/14/2018,Q4 2017,,,"8,792","1,613,253",856169,113.08771549788399,BUY
"22NW, LP",2/14/2018,Q4 2017,LAYN,,"7,678","611,817",413480,208.47345679323575,BUY
"22NW, LP",2/14/2018,Q4 2017,RLGT,,"6,562","1,426,517",213853,17.63497555794515,BUY
"22NW, LP",2/14/2018,Q4 2017,TAST,,"6,419","528,285",0,0.0,HOLD
"22NW, LP",2/14/2018,Q4 2017,MTZ,,"6,249","127,656",1600,1.2692771466649744,BUY
"22NW, LP",2/14/2018,Q4 2017,,,"6,016","454,031",184803,68.64182031586611,BUY
"22NW, LP",2/14/2018,Q4 2017,TISI,,"5,934","398,276",70369,21.460048123400842,BUY
"22NW, LP",2/14/2018,Q4 2017,FSTR,,"4,785","176,232",3900,2.2630736021168443,BUY
"22NW, LP",2/14/2018,Q4 2017,TESS,,"3,791","188,129",188129,,BUY
"22NW, LP",2/14/2018,Q4 2017,MTRX,,"3,622","203,500",36900,22.148859543817526,BUY
"22NW, LP",2/14/2018,Q4 2017,BGC,,"3,589","121,256",0,0.0,HOLD
"22NW, LP",2/14/2018,Q4 2017,ACNT,,"3,317","247,502",21964,9.738491961443305,BUY
"22NW, LP",2/14/2018,Q4 2017,ALSK,,"3,294","1,229,084",0,0.0,HOLD
"22NW, LP",2/14/2018,Q4 2017,USAP,,"3,222","150,402",12047,8.70731090311156,BUY
"22NW, LP",2/14/2018,Q4 2017,,,"3,141","436,277",0,0.0,HOLD
"22NW, LP",2/14/2018,Q4 2017,GLDD,,"2,926","541,810",-34405,-5.970861570767855,SELL
"22NW, LP",2/14/2018,Q4 2017,PRGX,,"2,651","373,385",80593,27.525683761851415,BUY
"22NW, LP",2/14/2018,Q4 2017,BOOM,,"2,517","100,479",-70595,-41.26576803020915,SELL
"22NW, LP",2/14/2018,Q4 2017,GIFI,,"2,504","186,526",0,0.0,HOLD
"22NW, LP",2/14/2018,Q4 2017,BAC,,"2,409","81,609",35400,76.60845289878596,BUY
"22NW, LP",2/14/2018,Q4 2017,LINC,,"2,383","1,179,469",0,0.0,HOLD
"22NW, LP",2/14/2018,Q4 2017,INFU,,"2,340","1,017,415",0,0.0,HOLD
"22NW, LP",2/14/2018,Q4 2017,ORN,,"2,273","290,279",12900,4.650676511199478,BUY
"22NW, LP",2/14/2018,Q4 2017,NXEO,,"2,140","235,217",235217,,BUY
"22NW, LP",2/14/2018,Q4 2017,DXPE,,"1,901","64,284",28510,79.69475037736903,BUY
"22NW, LP",2/14/2018,Q4 2017,PFMT,,"1,896","1,149,038",0,0.0,HOLD
"22NW, LP",2/14/2018,Q4 2017,AGYS,,"1,872","152,413",0,0.0,HOLD
"22NW, LP",2/14/2018,Q4 2017,,,"1,823","667,765",72800,12.236013883169598,BUY
"22NW, LP",2/14/2018,Q4 2017,JPM,,"1,722","16,100",16100,,BUY
"22NW, LP",2/14/2018,Q4 2017,MS,,"1,695","32,300",32300,,BUY
"22NW, LP",2/14/2018,Q4 2017,SRGA,,"1,670","407,370",0,0.0,HOLD
"22NW, LP",2/14/2018,Q4 2017,UTI,,"1,642","684,012",146615,27.282437378697683,BUY
"22NW, LP",2/14/2018,Q4 2017,NTIC,,"1,615","65,255",0,0.0,HOLD
"22NW, LP",2/14/2018,Q4 2017,HSON,,"1,584","703,982",0,0.0,HOLD
"22NW, LP",2/14/2018,Q4 2017,KKR,,"1,554","73,780",0,0.0,HOLD
"22NW, LP",2/14/2018,Q4 2017,TREC,,"1,549","114,770",0,0.0,HOLD
"22NW, LP",2/14/2018,Q4 2017,ATRO,,"1,543","37,200",37200,,BUY
"22NW, LP",2/14/2018,Q4 2017,PWR,,"1,474","37,700",2500,7.1022727272727275,BUY
"22NW, LP",2/14/2018,Q4 2017,CNDT,,"1,314","81,340",0,0.0,HOLD
"22NW, LP",2/14/2018,Q4 2017,SIF,,"1,202","180,727",0,0.0,HOLD
"22NW, LP",2/14/2018,Q4 2017,FORM,,"1,183","75,600",75600,,BUY
"22NW, LP",2/14/2018,Q4 2017,FRGI,,"1,174","61,764",61764,,BUY
"22NW, LP",5/15/2018,Q1 2018,LAYN,,"7,678","611,817",-611817,-100.0,SELL
"22NW, LP",5/15/2018,Q1 2018,DXPE,,"1,901","64,284",-64284,-100.0,SELL
"22NW, LP",5/15/2018,Q1 2018,SRGA,,"1,670","407,370",-407370,-100.0,SELL
"22NW, LP",5/15/2018,Q1 2018,HSON,,"1,584","703,982",-703982,-100.0,SELL
"22NW, LP",5/15/2018,Q1 2018,BERY,,"20,214","368,809",0,0.0,HOLD
"22NW, LP",5/15/2018,Q1 2018,STRL,,"13,683","1,193,965",68927,6.126637500244437,BUY
"22NW, LP",5/15/2018,Q1 2018,,,"11,681","448,426",-5605,-1.234497203935414,SELL
"22NW, LP",5/15/2018,Q1 2018,,,"10,056","1,764,158",150905,9.354081473891572,BUY
"22NW, LP",5/15/2018,Q1 2018,MTZ,,"7,446","158,256",30600,23.97067117879301,BUY
"22NW, LP",5/15/2018,Q1 2018,RLGT,,"6,906","1,784,408",357891,25.08844969951287,BUY
"22NW, LP",5/15/2018,Q1 2018,TISI,,"5,772","419,776",21500,5.398266528738865,BUY
"22NW, LP",5/15/2018,Q1 2018,PRGX,,"5,126","542,462",169077,45.282215407689115,BUY
"22NW, LP",5/15/2018,Q1 2018,TESS,,"5,047","218,011",29882,15.883781873076453,BUY
"22NW, LP",5/15/2018,Q1 2018,USAP,,"4,988","181,380",30978,20.596800574460445,BUY
"22NW, LP",5/15/2018,Q1 2018,MTRX,,"4,876","355,918",152418,74.8982800982801,BUY
"22NW, LP",5/15/2018,Q1 2018,FSTR,,"4,674","198,452",22220,12.608379862907984,BUY
"22NW, LP",5/15/2018,Q1 2018,RCM,,"4,285","600,155",600155,,BUY
"22NW, LP",5/15/2018,Q1 2018,ACNT,,"3,622","248,111",609,0.24605861770813972,BUY
"22NW, LP",5/15/2018,Q1 2018,BGC,,"3,589","121,256",0,0.0,HOLD
"22NW, LP",5/15/2018,Q1 2018,FRGI,,"3,329","179,972",118208,191.38656822744642,BUY
"22NW, LP",5/15/2018,Q1 2018,,,"3,196","436,277",0,0.0,HOLD
"22NW, LP",5/15/2018,Q1 2018,UTI,,"3,190","1,084,936",400924,58.61359157441682,BUY
"22NW, LP",5/15/2018,Q1 2018,INFU,,"2,951","1,017,415",0,0.0,HOLD
"22NW, LP",5/15/2018,Q1 2018,CJ,,"2,822","109,300",109300,,BUY
"22NW, LP",5/15/2018,Q1 2018,BOOM,,"2,688","100,479",0,0.0,HOLD
"22NW, LP",5/15/2018,Q1 2018,NXEO,,"2,517","235,217",0,0.0,HOLD
"22NW, LP",5/15/2018,Q1 2018,GLDD,,"2,492","541,810",0,0.0,HOLD
"22NW, LP",5/15/2018,Q1 2018,BAC,,"2,447","81,609",0,0.0,HOLD
"22NW, LP",5/15/2018,Q1 2018,LINC,,"2,347","1,179,469",0,0.0,HOLD
"22NW, LP",5/15/2018,Q1 2018,ALSK,,"2,139","1,188,537",-40547,-3.2989608521468017,SELL
"22NW, LP",5/15/2018,Q1 2018,AGYS,,"2,105","176,613",24200,15.877910676910762,BUY
"22NW, LP",5/15/2018,Q1 2018,ATRO,,"1,872","50,200",13000,34.946236559139784,BUY
"22NW, LP",5/15/2018,Q1 2018,FORM,,"1,813","132,800",57200,75.66137566137566,BUY
"22NW, LP",5/15/2018,Q1 2018,PWR,,"1,772","51,600",13900,36.87002652519894,BUY
"22NW, LP",5/15/2018,Q1 2018,JPM,,"1,771","16,100",0,0.0,HOLD
"22NW, LP",5/15/2018,Q1 2018,MS,,"1,743","32,300",0,0.0,HOLD
"22NW, LP",5/15/2018,Q1 2018,KKR,,"1,680","82,780",9000,12.198427758200054,BUY
"22NW, LP",5/15/2018,Q1 2018,TAST,,"1,625","145,121",-383164,-72.52978979149512,SELL
"22NW, LP",5/15/2018,Q1 2018,TREC,,"1,561","114,770",0,0.0,HOLD
"22NW, LP",5/15/2018,Q1 2018,,,"1,544","409,635",-258130,-38.655814545536224,SELL
"22NW, LP",5/15/2018,Q1 2018,CNDT,,"1,516","81,340",0,0.0,HOLD
"22NW, LP",5/15/2018,Q1 2018,NTIC,,"1,481","65,255",0,0.0,HOLD
"22NW, LP",5/15/2018,Q1 2018,GIFI,,"1,326","186,726",200,0.10722365782786314,BUY
"22NW, LP",5/15/2018,Q1 2018,AP,,"1,079","121,269",121269,,BUY
"22NW, LP",5/15/2018,Q1 2018,MIND,,"1,050","324,123",324123,,BUY
"22NW, LP",5/15/2018,Q1 2018,SIF,,998,"180,727",0,0.0,HOLD
"22NW, LP",5/15/2018,Q1 2018,ORN,,968,"146,898",-143381,-49.394203507659874,SELL
"22NW, LP",5/15/2018,Q1 2018,PFMT,,953,"317,530",-831508,-72.36557885814047,SELL
"22NW, LP",5/15/2018,Q1 2018,ENG,,859,"1,032,713",1032713,,BUY
"22NW, LP",5/15/2018,Q1 2018,FVE,,842,"647,532",647532,,BUY
"22NW, LP",8/10/2018,Q2 2018,BGC,,"3,589","121,256",-121256,-100.0,SELL
"22NW, LP",8/10/2018,Q2 2018,FRGI,,"3,329","179,972",-179972,-100.0,SELL
"22NW, LP",8/10/2018,Q2 2018,INFU,,"2,951","1,017,415",-1017415,-100.0,SELL
"22NW, LP",8/10/2018,Q2 2018,CJ,,"2,822","109,300",-109300,-100.0,SELL
"22NW, LP",8/10/2018,Q2 2018,BAC,,"2,447","81,609",-81609,-100.0,SELL
"22NW, LP",8/10/2018,Q2 2018,AGYS,,"2,105","176,613",-176613,-100.0,SELL
"22NW, LP",8/10/2018,Q2 2018,PWR,,"1,772","51,600",-51600,-100.0,SELL
"22NW, LP",8/10/2018,Q2 2018,JPM,,"1,771","16,100",-16100,-100.0,SELL
"22NW, LP",8/10/2018,Q2 2018,MS,,"1,743","32,300",-32300,-100.0,SELL
"22NW, LP",8/10/2018,Q2 2018,TAST,,"1,625","145,121",-145121,-100.0,SELL
"22NW, LP",8/10/2018,Q2 2018,TREC,,"1,561","114,770",-114770,-100.0,SELL
"22NW, LP",8/10/2018,Q2 2018,CNDT,,"1,516","81,340",-81340,-100.0,SELL
"22NW, LP",8/10/2018,Q2 2018,MIND,,"1,050","324,123",-324123,-100.0,SELL
"22NW, LP",8/10/2018,Q2 2018,ORN,,968,"146,898",-146898,-100.0,SELL
"22NW, LP",8/10/2018,Q2 2018,BERY,,"18,142","394,910",26101,7.077104951343379,BUY
"22NW, LP",8/10/2018,Q2 2018,STRL,,"15,555","1,193,765",-200,-0.016750909783787633,SELL
"22NW, LP",8/10/2018,Q2 2018,,,"10,409","1,764,158",0,0.0,HOLD
"22NW, LP",8/10/2018,Q2 2018,,,"7,108","448,426",0,0.0,HOLD
"22NW, LP",8/10/2018,Q2 2018,TISI,,"7,000","303,023",-116753,-27.813167022411957,SELL
"22NW, LP",8/10/2018,Q2 2018,RLGT,,"6,977","1,784,408",0,0.0,HOLD
"22NW, LP",8/10/2018,Q2 2018,MTZ,,"6,879","135,556",-22700,-14.343847942574056,SELL
"22NW, LP",8/10/2018,Q2 2018,MTRX,,"6,078","331,218",-24700,-6.939800740620031,SELL
"22NW, LP",8/10/2018,Q2 2018,RCM,,"6,037","695,455",95300,15.879231198607027,BUY
"22NW, LP",8/10/2018,Q2 2018,PRGX,,"5,762","594,018",51556,9.504075861535002,BUY
"22NW, LP",8/10/2018,Q2 2018,USAP,,"5,152","217,639",36259,19.990627412063073,BUY
"22NW, LP",8/10/2018,Q2 2018,ACNT,,"4,832","242,210",-5901,-2.378370971057309,SELL
"22NW, LP",8/10/2018,Q2 2018,TESS,,"4,773","275,869",57858,26.539027847218716,BUY
"22NW, LP",8/10/2018,Q2 2018,BW,,"4,760","2,000,000",2000000,,BUY
"22NW, LP",8/10/2018,Q2 2018,FSTR,,"4,677","203,792",5340,2.6908270009876443,BUY
"22NW, LP",8/10/2018,Q2 2018,NWL,,"4,011","155,527",155527,,BUY
"22NW, LP",8/10/2018,Q2 2018,GIFI,,"3,831","425,720",238994,127.99181688677528,BUY
"22NW, LP",8/10/2018,Q2 2018,FORM,,"3,639","273,600",140800,106.02409638554218,BUY
"22NW, LP",8/10/2018,Q2 2018,BOOM,,"3,614","80,479",-20000,-19.904656694433662,SELL
"22NW, LP",8/10/2018,Q2 2018,,,"3,609","424,616",-11661,-2.672843170737857,SELL
"22NW, LP",8/10/2018,Q2 2018,VSTO,,"3,523","227,420",227420,,BUY
"22NW, LP",8/10/2018,Q2 2018,UTI,,"3,418","1,084,936",0,0.0,HOLD
"22NW, LP",8/10/2018,Q2 2018,HAIN,,"3,078","103,291",103291,,BUY
"22NW, LP",8/10/2018,Q2 2018,,,"3,066","703,122",293487,71.64597751656963,BUY
"22NW, LP",8/10/2018,Q2 2018,VST,,"2,908","122,912",122912,,BUY
"22NW, LP",8/10/2018,Q2 2018,KKR,,"2,432","97,880",15100,18.241121043730367,BUY
"22NW, LP",8/10/2018,Q2 2018,XELA,,"2,363","497,445",497445,,BUY
"22NW, LP",8/10/2018,Q2 2018,NTIC,,"2,336","65,255",0,0.0,HOLD
"22NW, LP",8/10/2018,Q2 2018,PFMT,,"2,301","1,070,284",752754,237.06547412842883,BUY
"22NW, LP",8/10/2018,Q2 2018,NXEO,,"2,110","231,116",-4101,-1.7434964309552456,SELL
"22NW, LP",8/10/2018,Q2 2018,ALSK,,"2,104","1,188,537",0,0.0,HOLD
"22NW, LP",8/10/2018,Q2 2018,LINC,,"2,052","1,179,469",0,0.0,HOLD
"22NW, LP",8/10/2018,Q2 2018,AP,,"1,656","161,545",40276,33.21211521493539,BUY
"22NW, LP",8/10/2018,Q2 2018,GLDD,,"1,354","257,994",-283816,-52.38293866853694,SELL
"22NW, LP",8/10/2018,Q2 2018,ATRO,,"1,344","37,366",-12834,-25.56573705179283,SELL
"22NW, LP",8/10/2018,Q2 2018,ENG,,"1,229","952,897",-79816,-7.728768786681295,SELL
"22NW, LP",8/10/2018,Q2 2018,FVE,,971,"647,532",0,0.0,HOLD
"22NW, LP",8/10/2018,Q2 2018,SIF,,958,"180,727",0,0.0,HOLD
"22NW, LP",8/10/2018,Q2 2018,CLMB,,305,"21,689",21689,,BUY
"22NW, LP",8/10/2018,Q2 2018,MITL,,276,"25,200",25200,,BUY
"22NW, LP",8/10/2018,Q2 2018,BBW,,173,"22,800",22800,,BUY
"22NW, LP",11/9/2018,Q3 2018,,,"7,108","448,426",-448426,-100.0,SELL
"22NW, LP",11/9/2018,Q3 2018,VSTO,,"3,523","227,420",-227420,-100.0,SELL
"22NW, LP",11/9/2018,Q3 2018,KKR,,"2,432","97,880",-97880,-100.0,SELL
"22NW, LP",11/9/2018,Q3 2018,ATRO,,"1,344","37,366",-37366,-100.0,SELL
"22NW, LP",11/9/2018,Q3 2018,BERY,,"17,847","368,809",-26101,-6.60935403003216,SELL
"22NW, LP",11/9/2018,Q3 2018,STRL,,"16,578","1,157,665",-36100,-3.024045771152614,SELL
"22NW, LP",11/9/2018,Q3 2018,PYXSQ,,"10,242","445,324",445324,,BUY
"22NW, LP",11/9/2018,Q3 2018,RLGT,,"8,240","1,394,315",-390093,-21.86119990495447,SELL
"22NW, LP",11/9/2018,Q3 2018,RCM,,"7,608","748,852",53397,7.677994981702627,BUY
"22NW, LP",11/9/2018,Q3 2018,,,"7,233","1,764,158",0,0.0,HOLD
"22NW, LP",11/9/2018,Q3 2018,PFMT,,"6,570","3,098,991",2028707,189.5484749842098,BUY
"22NW, LP",11/9/2018,Q3 2018,TISI,,"6,112","271,623",-31400,-10.362249730218497,SELL
"22NW, LP",11/9/2018,Q3 2018,PRGX,,"5,053","580,788",-13230,-2.2272052362049632,SELL
"22NW, LP",11/9/2018,Q3 2018,NWL,,"4,962","244,416",88889,57.15342030644197,BUY
"22NW, LP",11/9/2018,Q3 2018,MTRX,,"4,925","199,787",-131431,-39.68111636444879,SELL
"22NW, LP",11/9/2018,Q3 2018,ACNT,,"4,566","199,818",-42392,-17.502167540563974,SELL
"22NW, LP",11/9/2018,Q3 2018,MTZ,,"4,503","100,845",-34711,-25.606391454454247,SELL
"22NW, LP",11/9/2018,Q3 2018,BOOM,,"4,296","105,306",24827,30.84904136482809,BUY
"22NW, LP",11/9/2018,Q3 2018,GIFI,,"4,236","425,720",0,0.0,HOLD
"22NW, LP",11/9/2018,Q3 2018,TESS,,"4,207","275,869",0,0.0,HOLD
"22NW, LP",11/9/2018,Q3 2018,FSTR,,"4,077","198,392",-5400,-2.649760540158593,SELL
"22NW, LP",11/9/2018,Q3 2018,,,"3,771","908,722",205600,29.24101365054713,BUY
"22NW, LP",11/9/2018,Q3 2018,USAP,,"3,705","145,235",-72404,-33.26793451541314,SELL
"22NW, LP",11/9/2018,Q3 2018,XELA,,"3,547","497,445",0,0.0,HOLD
"22NW, LP",11/9/2018,Q3 2018,UTI,,"3,312","1,244,966",160030,14.750178812390777,BUY
"22NW, LP",11/9/2018,Q3 2018,HAIN,,"3,267","120,465",17174,16.626811629280382,BUY
"22NW, LP",11/9/2018,Q3 2018,NXEO,,"2,831","231,116",0,0.0,HOLD
"22NW, LP",11/9/2018,Q3 2018,CCRN,,"2,671","305,925",305925,,BUY
"22NW, LP",11/9/2018,Q3 2018,LINC,,"2,666","1,179,469",0,0.0,HOLD
"22NW, LP",11/9/2018,Q3 2018,BW,,"2,060","2,000,000",0,0.0,HOLD
"22NW, LP",11/9/2018,Q3 2018,ALSK,,"1,946","1,186,409",-2128,-0.17904364777873974,SELL
"22NW, LP",11/9/2018,Q3 2018,,,"1,936","251,410",-173206,-40.79120899824783,SELL
"22NW, LP",11/9/2018,Q3 2018,VST,,"1,814","72,912",-50000,-40.67951054412913,SELL
"22NW, LP",11/9/2018,Q3 2018,GLDD,,"1,593","256,994",-1000,-0.38760591331581357,SELL
"22NW, LP",11/9/2018,Q3 2018,BBW,,"1,509","166,718",143918,631.219298245614,BUY
"22NW, LP",11/9/2018,Q3 2018,NTIC,,"1,132","32,627",-32628,-50.000766224810356,SELL
"22NW, LP",11/9/2018,Q3 2018,SPA,,"1,121","77,693",77693,,BUY
"22NW, LP",11/9/2018,Q3 2018,ENG,,972,"952,897",0,0.0,HOLD
"22NW, LP",11/9/2018,Q3 2018,SIF,,913,"180,727",0,0.0,HOLD
"22NW, LP",11/9/2018,Q3 2018,FORM,,774,"56,278",-217322,-79.43055555555556,SELL
"22NW, LP",11/9/2018,Q3 2018,FVE,,557,"647,532",0,0.0,HOLD
"22NW, LP",11/9/2018,Q3 2018,UNVR,,544,"17,750",17750,,BUY
"22NW, LP",11/9/2018,Q3 2018,PWFL,,525,"75,600",75600,,BUY
"22NW, LP",11/9/2018,Q3 2018,AP,,349,"59,076",-102469,-63.43062304621003,SELL
"22NW, LP",11/9/2018,Q3 2018,MITL,,278,"25,200",0,0.0,HOLD
"22NW, LP",11/9/2018,Q3 2018,CLMB,,257,"19,889",-1800,-8.299137811793997,SELL
"22NW, LP",2/8/2019,Q4 2018,PYXSQ,,"10,242","445,324",-445324,-100.0,SELL
"22NW, LP",2/8/2019,Q4 2018,NWL,,"4,962","244,416",-244416,-100.0,SELL
"22NW, LP",2/8/2019,Q4 2018,HAIN,,"3,267","120,465",-120465,-100.0,SELL
"22NW, LP",2/8/2019,Q4 2018,VST,,"1,814","72,912",-72912,-100.0,SELL
"22NW, LP",2/8/2019,Q4 2018,SIF,,913,"180,727",-180727,-100.0,SELL
"22NW, LP",2/8/2019,Q4 2018,FORM,,774,"56,278",-56278,-100.0,SELL
"22NW, LP",2/8/2019,Q4 2018,FVE,,557,"647,532",-647532,-100.0,SELL
"22NW, LP",2/8/2019,Q4 2018,AP,,349,"59,076",-59076,-100.0,SELL
"22NW, LP",2/8/2019,Q4 2018,MITL,,278,"25,200",-25200,-100.0,SELL
"22NW, LP",2/8/2019,Q4 2018,CLMB,,257,"19,889",-19889,-100.0,SELL
"22NW, LP",2/8/2019,Q4 2018,STRL,,"12,607","1,157,665",0,0.0,HOLD
"22NW, LP",2/8/2019,Q4 2018,UTI,,"8,212","2,249,966",1005000,80.72509610704228,BUY
"22NW, LP",2/8/2019,Q4 2018,PFMT,,"7,517","3,340,859",241868,7.804733863376821,BUY
"22NW, LP",2/8/2019,Q4 2018,,,"7,419","2,408,844",644686,36.54355222151304,BUY
"22NW, LP",2/8/2019,Q4 2018,RCM,,"5,953","748,852",0,0.0,HOLD
"22NW, LP",2/8/2019,Q4 2018,LQDT,,"5,814","942,334",942334,,BUY
"22NW, LP",2/8/2019,Q4 2018,PRGX,,"5,500","580,788",0,0.0,HOLD
"22NW, LP",2/8/2019,Q4 2018,BERY,,"4,869","102,440",-266369,-72.22410516012353,SELL
"22NW, LP",2/8/2019,Q4 2018,LINC,,"4,652","1,453,783",274314,23.257414989287554,BUY
"22NW, LP",2/8/2019,Q4 2018,RLGT,,"4,250","1,000,000",-394315,-28.28019493443017,SELL
"22NW, LP",2/8/2019,Q4 2018,MTZ,,"4,090","100,845",0,0.0,HOLD
"22NW, LP",2/8/2019,Q4 2018,TISI,,"3,979","271,623",0,0.0,HOLD
"22NW, LP",2/8/2019,Q4 2018,SPA,,"3,830","210,547",132854,170.9986742692392,BUY
"22NW, LP",2/8/2019,Q4 2018,TESS,,"3,776","314,639",38770,14.053771898981038,BUY
"22NW, LP",2/8/2019,Q4 2018,BOOM,,"3,698","105,306",0,0.0,HOLD
"22NW, LP",2/8/2019,Q4 2018,MTRX,,"3,584","199,787",0,0.0,HOLD
"22NW, LP",2/8/2019,Q4 2018,XELA,,"3,394","872,445",375000,75.38521846636311,BUY
"22NW, LP",2/8/2019,Q4 2018,FSTR,,"3,206","201,664",3272,1.6492600508085005,BUY
"22NW, LP",2/8/2019,Q4 2018,ACNT,,"3,205","193,163",-6655,-3.330530783012541,SELL
"22NW, LP",2/8/2019,Q4 2018,GIFI,,"3,074","425,720",0,0.0,HOLD
"22NW, LP",2/8/2019,Q4 2018,MACK,,"2,892","749,302",749302,,BUY
"22NW, LP",2/8/2019,Q4 2018,CCRN,,"2,754","375,758",69833,22.826836642968047,BUY
"22NW, LP",2/8/2019,Q4 2018,XPO,,"2,424","42,503",42503,,BUY
"22NW, LP",2/8/2019,Q4 2018,USAP,,"2,383","146,985",1750,1.204943711915172,BUY
"22NW, LP",2/8/2019,Q4 2018,PCTI,,"2,136","497,974",497974,,BUY
"22NW, LP",2/8/2019,Q4 2018,PWFL,,"2,027","362,524",286924,379.5291005291005,BUY
"22NW, LP",2/8/2019,Q4 2018,NXEO,,"1,985","231,116",0,0.0,HOLD
"22NW, LP",2/8/2019,Q4 2018,FLR,,"1,942","60,322",60322,,BUY
"22NW, LP",2/8/2019,Q4 2018,ALSK,,"1,721","1,195,331",8922,0.7520172217169627,BUY
"22NW, LP",2/8/2019,Q4 2018,GLDD,,"1,701","256,994",0,0.0,HOLD
"22NW, LP",2/8/2019,Q4 2018,OLN,,"1,562","77,696",77696,,BUY
"22NW, LP",2/8/2019,Q4 2018,,,"1,511","1,056,574",147852,16.27032249686923,BUY
"22NW, LP",2/8/2019,Q4 2018,CBIO,,"1,124","142,451",142451,,BUY
"22NW, LP",2/8/2019,Q4 2018,WTTR,,"1,092","172,765",172765,,BUY
"22NW, LP",2/8/2019,Q4 2018,LNTH,,"1,026","65,573",65573,,BUY
"22NW, LP",2/8/2019,Q4 2018,BBW,,"1,009","255,399",88681,53.19221679722646,BUY
"22NW, LP",2/8/2019,Q4 2018,KIRK,,949,"99,587",99587,,BUY
"22NW, LP",2/8/2019,Q4 2018,NTIC,,896,"30,271",-2356,-7.22101327121709,SELL
"22NW, LP",2/8/2019,Q4 2018,GTX,,781,"63,320",63320,,BUY
"22NW, LP",2/8/2019,Q4 2018,BW,,781,"2,000,000",0,0.0,HOLD
"22NW, LP",2/8/2019,Q4 2018,DLTR,,668,"7,400",7400,,BUY
"22NW, LP",2/8/2019,Q4 2018,ENG,,534,"936,297",-16600,-1.7420560669201395,SELL
"22NW, LP",2/8/2019,Q4 2018,UNVR,,519,"29,250",11500,64.7887323943662,BUY
"22NW, LP",2/8/2019,Q4 2018,,,439,"86,710",-164700,-65.5105206634581,SELL
"22NW, LP",5/15/2019,Q1 2019,RLGT,,"4,250","1,000,000",-1000000,-100.0,SELL
"22NW, LP",5/15/2019,Q1 2019,SPA,,"3,830","210,547",-210547,-100.0,SELL
"22NW, LP",5/15/2019,Q1 2019,MTRX,,"3,584","199,787",-199787,-100.0,SELL
"22NW, LP",5/15/2019,Q1 2019,ACNT,,"3,205","193,163",-193163,-100.0,SELL
"22NW, LP",5/15/2019,Q1 2019,CCRN,,"2,754","375,758",-375758,-100.0,SELL
"22NW, LP",5/15/2019,Q1 2019,XPO,,"2,424","42,503",-42503,-100.0,SELL
"22NW, LP",5/15/2019,Q1 2019,USAP,,"2,383","146,985",-146985,-100.0,SELL
"22NW, LP",5/15/2019,Q1 2019,NXEO,,"1,985","231,116",-231116,-100.0,SELL
"22NW, LP",5/15/2019,Q1 2019,ALSK,,"1,721","1,195,331",-1195331,-100.0,SELL
"22NW, LP",5/15/2019,Q1 2019,OLN,,"1,562","77,696",-77696,-100.0,SELL
"22NW, LP",5/15/2019,Q1 2019,LNTH,,"1,026","65,573",-65573,-100.0,SELL
"22NW, LP",5/15/2019,Q1 2019,KIRK,,949,"99,587",-99587,-100.0,SELL
"22NW, LP",5/15/2019,Q1 2019,NTIC,,896,"30,271",-30271,-100.0,SELL
"22NW, LP",5/15/2019,Q1 2019,GTX,,781,"63,320",-63320,-100.0,SELL
"22NW, LP",5/15/2019,Q1 2019,,,439,"86,710",-86710,-100.0,SELL
"22NW, LP",5/15/2019,Q1 2019,STRL,,"9,147","730,603",-427062,-36.889946573490604,SELL
"22NW, LP",5/15/2019,Q1 2019,UTI,,"7,672","2,249,966",0,0.0,HOLD
"22NW, LP",5/15/2019,Q1 2019,MACK,,"7,591","1,092,263",342961,45.77073062663652,BUY
"22NW, LP",5/15/2019,Q1 2019,LQDT,,"7,265","942,334",0,0.0,HOLD
"22NW, LP",5/15/2019,Q1 2019,RCM,,"7,241","748,852",0,0.0,HOLD
"22NW, LP",5/15/2019,Q1 2019,,,"7,034","2,408,844",0,0.0,HOLD
"22NW, LP",5/15/2019,Q1 2019,PFMT,,"6,916","3,340,859",0,0.0,HOLD
"22NW, LP",5/15/2019,Q1 2019,TESS,,"4,871","314,639",0,0.0,HOLD
"22NW, LP",5/15/2019,Q1 2019,TISI,,"4,753","271,623",0,0.0,HOLD
"22NW, LP",5/15/2019,Q1 2019,LINC,,"4,507","1,453,783",0,0.0,HOLD
"22NW, LP",5/15/2019,Q1 2019,BERY,,"4,415","81,952",-20488,-20.0,SELL
"22NW, LP",5/15/2019,Q1 2019,PWFL,,"4,357","734,767",372243,102.68092595248865,BUY
"22NW, LP",5/15/2019,Q1 2019,WTTR,,"4,195","348,963",176198,101.98709229299917,BUY
"22NW, LP",5/15/2019,Q1 2019,GIFI,,"3,904","425,720",0,0.0,HOLD
"22NW, LP",5/15/2019,Q1 2019,ATRO,,"3,850","117,676",117676,,BUY
"22NW, LP",5/15/2019,Q1 2019,PRGX,,"3,690","465,864",-114924,-19.787598917333003,SELL
"22NW, LP",5/15/2019,Q1 2019,BOOM,,"3,346","67,396",-37910,-35.99984806183883,SELL
"22NW, LP",5/15/2019,Q1 2019,XELA,,"2,914","872,445",0,0.0,HOLD
